casualty_severity,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,obs_date,light_conditions,weather_conditions,urban_or_rural_area,road_surface_conditions,special_conditions_at_site,age_of_driver,sex_of_driver,vehicle_type
Slight,Female,57,56 - 65,On footway or verge,Unknown or other,2023-07-19T11:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,11
Slight,Female,57,56 - 65,On footway or verge,Unknown or other,2023-07-19T11:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,34,Male,9
Slight,Female,57,56 - 65,On footway or verge,Unknown or other,2023-07-19T11:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,11
Slight,Female,57,56 - 65,On footway or verge,Unknown or other,2023-07-19T11:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,34,Male,9
Fatal,Male,52,46 - 55,"In carriageway, not crossing",Unknown or other,2023-08-14T01:54:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,68,Male,9
Fatal,Male,35,26 - 35,"In carriageway, not crossing",Unknown or other,2023-12-23T04:05:00Z,Darkness - no lighting,Fine high winds,Rural,Dry,NA,56,Male,9
Slight,Female,19,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-30T20:00:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,16,Not known,9
Serious,Male,35,26 - 35,"In carriageway, not crossing","In carriageway, stationary",2023-01-04T23:23:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,32,Female,9
Slight,Female,30,26 - 35,On pedestrian crossing facility,From offside masked by vehicle,2023-02-22T11:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,74,Male,9
Serious,Female,81,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-07T08:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,49,Male,9
Slight,Female,13,11 - 15,On footway or verge,Unknown or other,2023-09-07T14:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Male,9
Slight,Female,11,11 - 15,On footway or verge,Unknown or other,2023-09-07T14:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Male,9
Serious,Female,82,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-05-23T10:28:00Z,Daylight,Fine no high winds,Rural,Dry,None,72,Male,9
Serious,Female,-1,NA,On footway or verge,Unknown or other,2023-12-26T10:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,54,Male,11
Serious,Female,-1,NA,On footway or verge,Unknown or other,2023-05-06T16:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,20,Female,9
Serious,Female,-1,NA,On footway or verge,Unknown or other,2023-05-06T16:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,41,Male,9
Slight,Male,36,36 - 45,On footway or verge,Unknown or other,2023-05-06T16:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,20,Female,9
Slight,Male,36,36 - 45,On footway or verge,Unknown or other,2023-05-06T16:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,41,Male,9
Slight,Male,48,46 - 55,Within 50m. of crossing,From drivers nearside,2023-11-02T18:30:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,56,Male,9
Serious,Male,54,46 - 55,"In carriageway, crossing elsewhere",Unknown or other,2023-05-13T21:30:00Z,Darkness - lights lit,Unknown,Urban,Dry,None,-1,Not known,9
Slight,Male,10,6 - 10,On pedestrian crossing facility,From drivers offside,2023-10-23T12:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Female,9
Serious,Male,33,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-10-26T21:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,44,Male,9
Serious,Female,7,6 - 10,"In carriageway, crossing elsewhere",From drivers offside,2023-08-29T13:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,61,Female,9
Fatal,Female,18,16 - 20,"In carriageway, crossing elsewhere",From drivers offside,2023-09-28T19:25:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,37,Female,9
Serious,Male,10,6 - 10,On pedestrian crossing facility,From offside masked by vehicle,2023-04-01T10:59:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Male,34,26 - 35,On footway or verge,Unknown or other,2023-11-23T13:04:00Z,Daylight,Fine no high winds,Rural,Dry,None,78,Female,9
Slight,Female,28,26 - 35,On pedestrian crossing facility,From drivers nearside,2023-03-07T10:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Female,21,21 - 25,"In carriageway, crossing elsewhere",From drivers nearside,2023-09-27T20:15:00Z,Daylight,Other,Urban,Dry,NA,41,Male,8
Serious,Male,3,0 - 5,"In carriageway, crossing elsewhere",From offside masked by vehicle,2023-03-30T08:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,59,Male,8
Serious,Female,14,11 - 15,On pedestrian crossing facility,From drivers offside,2023-11-21T16:57:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,56,Female,9
Slight,Female,15,11 - 15,On footway or verge,Unknown or other,2023-01-17T15:30:00Z,Daylight,Fine no high winds,Rural,Dry,None,-1,Not known,19
Fatal,Male,34,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-09-06T05:30:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,31,Male,21
Fatal,Male,34,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-09-06T05:30:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,48,Male,21
Fatal,Male,34,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-09-06T05:30:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,-1,Not known,9
Fatal,Male,34,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-09-06T05:30:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,34,Male,9
Serious,Female,84,Over 75,On pedestrian crossing facility,From drivers nearside,2023-10-09T19:52:00Z,Daylight,Fine no high winds,Urban,Dry,None,37,Male,9
Fatal,Female,62,56 - 65,Centre of carriageway without refuge,From offside masked by vehicle,2023-07-26T17:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,56,Female,9
Fatal,Female,62,56 - 65,Centre of carriageway without refuge,From offside masked by vehicle,2023-07-26T17:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,40,Female,9
Fatal,Female,62,56 - 65,Centre of carriageway without refuge,From offside masked by vehicle,2023-07-26T17:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,34,Male,5
Slight,Female,48,46 - 55,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-01-03T10:17:00Z,Daylight,Other,Urban,Dry,None,32,Male,3
Slight,Female,10,6 - 10,"In carriageway, crossing elsewhere",From drivers nearside,2023-08-02T14:25:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,48,Male,9
Fatal,Male,40,36 - 45,Within 50m. of crossing,Unknown or other,2023-04-19T21:08:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,26,Male,9
Fatal,Male,75,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-10-25T16:55:00Z,Daylight,Fine no high winds,Urban,Dry,None,49,Male,9
Serious,Female,65,56 - 65,"In carriageway, crossing elsewhere",From drivers offside,2023-11-10T11:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,69,Male,19
Serious,Male,17,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-23T19:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,17,Male,9
Slight,Female,29,26 - 35,"In carriageway, crossing elsewhere",Unknown or other,2023-01-29T17:26:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,44,Male,8
Slight,Male,-1,NA,"In carriageway, crossing elsewhere",Unknown or other,2023-01-29T17:26:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,44,Male,8
Slight,Male,57,56 - 65,"In carriageway, not crossing",Walking back to traffic,2023-08-04T10:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,35,Male,9
Serious,Female,-1,NA,Unknown or other,Unknown or other,2023-12-17T22:00:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,NA,43,Female,9
Serious,Male,57,56 - 65,Within 50m. of crossing,From drivers nearside,2023-06-02T09:00:00Z,Daylight,Raining no high winds,Urban,Dry,None,27,Female,9
Fatal,Male,83,Over 75,Centre of carriageway without refuge,From drivers nearside,2023-07-03T14:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,48,Male,21
Serious,Male,41,36 - 45,Within 50m. of crossing,From drivers nearside,2023-12-03T19:29:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,28,Female,9
Fatal,Male,77,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-30T20:57:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,None,29,Female,9
Slight,Male,35,26 - 35,Centre of carriageway without refuge,"In carriageway, stationary",2023-06-19T17:51:00Z,Daylight,Fine no high winds,Urban,Dry,None,62,Female,9
Slight,Male,35,26 - 35,Centre of carriageway without refuge,"In carriageway, stationary",2023-06-19T17:51:00Z,Daylight,Fine no high winds,Urban,Dry,None,42,Male,9
Fatal,Female,79,Over 75,"In carriageway, not crossing",Walking facing traffic,2023-01-27T14:39:00Z,Daylight,Fine no high winds,Rural,Dry,None,41,Male,19
Slight,Male,-1,NA,"In carriageway, not crossing","In carriageway, stationary",2023-03-23T13:28:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,9
Serious,Male,38,36 - 45,On pedestrian crossing facility,From drivers offside,2023-11-09T17:31:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,21,Male,19
Fatal,Female,67,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-03-17T19:54:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,48,Male,19
Fatal,Male,58,56 - 65,On pedestrian crossing facility,From drivers nearside,2023-03-17T19:54:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,48,Male,19
Serious,Female,74,66 - 75,Within 50m. of crossing,From drivers nearside,2023-11-17T13:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,71,Female,9
Slight,Male,76,Over 75,Within 50m. of crossing,From drivers nearside,2023-11-17T13:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,71,Female,9
Slight,Female,19,16 - 20,"In carriageway, not crossing",Unknown or other,2023-09-30T22:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Female,19,16 - 20,"In carriageway, not crossing",Unknown or other,2023-09-30T22:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Female,19,16 - 20,"In carriageway, not crossing",Unknown or other,2023-09-30T22:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Female,19,16 - 20,"In carriageway, not crossing",Unknown or other,2023-09-30T22:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Slight,Female,19,16 - 20,"In carriageway, not crossing",Unknown or other,2023-09-30T22:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,21,Male,9
Fatal,Male,41,36 - 45,"In carriageway, crossing elsewhere",From drivers offside,2023-02-20T00:46:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,44,Male,19
Slight,Male,20,16 - 20,"In carriageway, not crossing",Walking back to traffic,2023-09-16T17:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,48,Male,9
Serious,Female,13,11 - 15,On pedestrian crossing facility,From drivers nearside,2023-10-04T16:24:00Z,Daylight,Fine no high winds,Urban,Dry,None,37,Male,21
Fatal,Female,16,16 - 20,On footway or verge,Unknown or other,2023-02-23T13:31:00Z,Daylight,Fine no high winds,Urban,Dry,None,34,Female,9
Fatal,Female,16,16 - 20,On footway or verge,Unknown or other,2023-02-23T13:31:00Z,Daylight,Fine no high winds,Urban,Dry,None,21,Male,9
Fatal,Female,16,16 - 20,On footway or verge,Unknown or other,2023-02-23T13:31:00Z,Daylight,Fine no high winds,Urban,Dry,None,21,Male,9
Slight,Female,87,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-08-10T14:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,36,Male,9
Serious,Female,74,66 - 75,Centre of carriageway without refuge,Walking back to traffic,2023-03-17T11:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,42,Male,9
Fatal,Female,1,0 - 5,Unknown or other,Unknown or other,2023-05-20T10:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,32,Male,9
Fatal,Female,51,46 - 55,Unknown or other,Unknown or other,2023-08-27T14:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,19
Slight,Female,60,56 - 65,On pedestrian crossing facility,From drivers offside,2023-12-03T22:25:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,NA,30,Male,9
Slight,Female,83,Over 75,On pedestrian crossing facility,From drivers offside,2023-12-03T22:25:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,NA,30,Male,9
Slight,Male,16,16 - 20,Centre of carriageway without refuge,From drivers nearside,2023-06-10T16:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,55,Female,9
Slight,Female,21,21 - 25,"In carriageway, not crossing","In carriageway, stationary",2023-07-24T19:03:00Z,Daylight,Fine no high winds,Rural,Dry,NA,48,Male,21
Fatal,Female,69,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-01-13T17:45:00Z,Darkness - no lighting,Fine no high winds,Rural,Wet or damp,None,40,Male,9
Serious,Female,83,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-11-28T11:25:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,28,Female,9
Slight,Male,50,46 - 55,"In carriageway, not crossing",Walking facing traffic,2023-08-04T23:41:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,33,Female,9
Fatal,Female,81,Over 75,Within 50m. of crossing,From drivers offside,2023-05-10T15:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,5
Fatal,Female,81,Over 75,Within 50m. of crossing,From drivers offside,2023-05-10T15:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,5
Fatal,Female,81,Over 75,Within 50m. of crossing,From drivers offside,2023-05-10T15:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,5
Serious,Female,66,66 - 75,On footway or verge,Unknown or other,2023-04-05T12:03:00Z,Daylight,Fine no high winds,Urban,Dry,None,59,Male,19
Serious,Female,48,46 - 55,Within 50m. of crossing,From drivers offside,2023-02-03T06:30:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,28,Male,9
Slight,Male,-1,NA,Centre of carriageway without refuge,Unknown or other,2023-09-20T06:46:00Z,Darkness - lights lit,Unknown,Urban,NA,NA,57,Male,9
Slight,Female,81,Over 75,On pedestrian crossing facility,From drivers offside,2023-03-10T12:25:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,34,Male,21
Fatal,Male,39,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-05T00:02:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,44,Male,11
Slight,Male,37,36 - 45,Within 50m. of crossing,From nearside masked by vehicle,2023-07-21T18:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,31,Male,11
Serious,Male,71,66 - 75,On footway or verge,Unknown or other,2023-11-20T10:45:00Z,Daylight,Fine no high winds,Rural,Wet or damp,None,52,Male,1
Serious,Male,20,16 - 20,On pedestrian crossing facility,From drivers offside,2023-12-12T18:32:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,NA,47,Female,9
Serious,Male,28,26 - 35,On footway or verge,Unknown or other,2023-11-02T23:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,20,Female,9
Serious,Male,28,26 - 35,On footway or verge,Unknown or other,2023-11-02T23:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,20,Male,9
Serious,Male,28,26 - 35,On footway or verge,Unknown or other,2023-11-02T23:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Serious,Female,76,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-18T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Female,76,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-18T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,50,Female,9
Serious,Female,40,36 - 45,Within 50m. of crossing,From drivers offside,2023-02-22T19:50:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,40,Male,9
Fatal,Female,64,56 - 65,On pedestrian crossing facility,From drivers offside,2023-02-02T20:15:00Z,Darkness - lights lit,Raining high winds,Urban,Wet or damp,None,57,Male,9
Serious,Male,30,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-02-03T23:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,20
Slight,Female,56,56 - 65,"In carriageway, crossing elsewhere",From drivers offside,2023-03-29T17:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,28,Male,9
Fatal,Male,46,46 - 55,"In carriageway, crossing elsewhere",From drivers offside,2023-09-14T20:37:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,32,Male,9
Fatal,Female,24,21 - 25,"In carriageway, crossing elsewhere",From drivers nearside,2023-07-02T10:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,48,Female,9
Fatal,Female,41,36 - 45,"In carriageway, not crossing","In carriageway, stationary",2023-12-30T22:40:00Z,Darkness - lights lit,Raining high winds,Urban,Wet or damp,None,29,Male,9
Fatal,Female,41,36 - 45,"In carriageway, not crossing","In carriageway, stationary",2023-12-30T22:40:00Z,Darkness - lights lit,Raining high winds,Urban,Wet or damp,None,35,Male,9
Fatal,Female,75,66 - 75,On footway or verge,Unknown or other,2023-06-03T18:51:00Z,Daylight,Fine no high winds,Urban,Dry,None,79,Female,9
Fatal,Male,29,26 - 35,"In carriageway, not crossing",Unknown or other,2023-05-08T00:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,52,Male,9
Fatal,Male,29,26 - 35,"In carriageway, not crossing",Unknown or other,2023-05-08T00:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Male,29,26 - 35,"In carriageway, not crossing",Unknown or other,2023-05-08T00:55:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Female,17,16 - 20,On pedestrian crossing facility,From drivers nearside,2023-04-07T14:10:00Z,Daylight,Fine no high winds,Rural,Dry,None,-1,Not known,9
Serious,Female,66,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-02-03T19:29:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,35,Male,9
Serious,Male,16,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-08T16:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,68,Male,9
Fatal,Female,27,26 - 35,On pedestrian crossing facility,From drivers offside,2023-09-29T20:04:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Male,9
Slight,Male,15,11 - 15,On pedestrian crossing facility,Unknown or other,2023-02-12T08:57:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Male,71,66 - 75,On pedestrian crossing facility,From drivers offside,2023-03-24T22:36:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,18,Female,9
Serious,Female,57,56 - 65,Within 50m. of crossing,From drivers offside,2023-11-24T06:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,48,Male,9
